"","user_sn","review_mean_time_spent","review_mean_finish_rate","prac_mean_items_ans_time","prac_mean_binary_res_Q","exam_mean_ans_time_num","exam_mean_binary_res","user_exam_count","user_prac_count","user_review_count","organization_id","total_score","pr","correct_rate","mission_count","question_count"
"1","2697",0,0,0,0,0,0,0,0,0,973,218,73.3333358764648,0.745271867612293,101,850
"2","4381",0,0,22.1269836425781,0.633333325386047,0,0,0,10,0,3740,179,34.6153831481934,0.852631578947368,38,190
"3","4561",0,0,8.87753677368164,0.926829278469086,0,0,0,133,2,973,233,86.6666641235352,0.792392005157963,101,850
"4","6802",0,0,0,0,0,0,0,0,0,973,202,66.6666641235352,0.798301486199575,101,850
"5","6828",0,0,10.3132066726685,0.826086938381195,0,0,0,24,0,3740,224,76.9230804443359,0.844444444444444,36,180
"6","8634",422.628570556641,70.457145690918,3893.70678710938,0.588235318660736,0,0,5,43,50,1808,124,17.6470584869385,0.342212189616253,25,125
"7","11303",465.366668701172,90.4000015258789,12.6921834945679,0.433333337306976,0,0,16,48,63,1808,133,23.529411315918,0.5856,15,75
"8","11312",185.795455932617,59.7272720336914,13.8218698501587,0.869369387626648,268.9375,0.84375,32,37,44,2486,266,100,0.83223331654189,13.5373814390383,0.83223331654189
"9","13328",515.03125,87.125,6.17769527435303,0.658536612987518,0,0,27,72,80,1808,208,70.5882339477539,0.626086956521739,6,30
"10","14314",0,0,6.97032737731934,0.954023003578186,0,0,0,29,0,3740,238,96.1538467407227,0.871428571428571,39,195
"11","14503",554.03076171875,76.9384613037109,70.9581298828125,0.5,329.672210693359,0.822222232818604,180,4,65,338,162,13.043478012085,0.632552956897587,14.9684097255114,0.632552956897587
"12","15995",690.842102050781,82.8684234619141,53.089168548584,0.666666686534882,338.939758300781,0.867469906806946,166,3,76,338,234,73.9130401611328,0.772329201202785,13.9666899783414,0.772329201202785
"13","17422",284,100,31.4870491027832,0.850000023841858,0,0,0,10,5,973,244,93.3333358764648,0.854980079681275,101,850
"14","20034",547.486511230469,84.1351318359375,17.5031108856201,0.444444447755814,0,0,27,72,82,1808,213,88.2352905273438,0.805217730305159,13.7309912069158,0.805217730305159
"15","23061",0,0,7.32060194015503,0.5,0,0,0,18,0,3740,122,15.384614944458,0.762790697674419,47,235
"16","23250",350.529418945312,84.3823547363281,14.9074563980103,0.681818187236786,0,0,27,76,73,1808,220,94.1176452636719,0.62,4,20
"17","23415",0,0,22.9519004821777,0.616666674613953,0,0,0,20,0,3740,76,3.8461537361145,0.736206896551724,47,235
"18","30835",0,0,9.54028797149658,0.936781585216522,0,0,0,29,0,3740,238,96.1538467407227,0.942857142857143,36,180
"19","32737",373.393951416016,83.1818161010742,25.2427139282227,1,311.560241699219,0.867469906806946,166,7,66,338,268,100,0.83223331654189,13.5373814390383,0.83223331654189
"20","38371",374.846160888672,61.538459777832,12.7402143478394,0.642857134342194,394.472229003906,0.638888895511627,36,7,13,2486,78,7.14285707473755,0.619003218661069,15.0655152131282,0.619003218661069
"21","38614",511.477600097656,82.164176940918,10.8070001602173,0.571428596973419,311.276794433594,0.8125,224,7,67,338,210,43.4782600402832,0.702441081240131,14.4675498362319,0.702441081240131
"22","42229",0,0,0,0,0,0,0,0,0,973,154,26.6666660308838,0.658536585365854,101,829
"23","42415",299.166656494141,91.7222213745117,11.8611135482788,0.651515126228333,0,0,18,50,67,1808,178,47.0588226318359,0.542857142857143,38,190
"24","46696",308.799987792969,76.5714263916016,2850.77612304688,0.259999990463257,0,0,19,43,82,1808,201,58.8235282897949,0.469367088607595,40,200
"25","49363",570.909118652344,78.3181838989258,35.6869049072266,0.642857134342194,363.973419189453,0.813829779624939,188,7,66,338,204,30.4347820281982,0.672489027950469,14.6822040744946,0.672489027950469
"26","50836",125.300003051758,48.3333320617676,7.8165864944458,0.814814805984497,220.038467407227,0.961538434028625,26,27,30,2486,242,85.7142868041992,0.799428688625547,13.7724789246355,0.799428688625547
"27","54952",544.833312988281,83.4848480224609,92.5220413208008,0.875,344.810668945312,0.864077687263489,206,4,66,338,198,21.7391300201416,0.652520992424028,14.825306900003,0.652520992424028
"28","62947",474.444458007812,77.3055572509766,7539.46484375,0.5,0,0,23,48,89,1808,226,100,0.59,7,35
"29","65038",365.809997558594,76.2900009155273,8.11109161376953,0.75,355.540985107422,0.923497259616852,183,60,100,338,236,78.260871887207,0.782313232105678,13.8951384714205,0.782313232105678
"30","75997",0,0,0,0,0,0,0,0,0,973,221,80,0.775426219870664,101,850
"31","79642",0,0,9.83084011077881,0.730769217014313,0,0,0,26,0,3740,125,19.230770111084,0.79672131147541,34,170
"32","80380",0,0,0,0,0,0,0,0,0,973,101,6.66666650772095,0.429420505200594,17,102
"33","82762",0,0,0,0,0,0,0,17,0,973,156,33.3333320617676,0.743718592964824,100,846
"34","87634",0,0,19.964319229126,1,0,0,0,12,0,3740,270,100,0.948837209302326,36,180
"35","104242",345.647064208984,76.8235321044922,14.1486663818359,0.666666686534882,297.521728515625,0.826086938381195,46,20,17,2486,235,78.5714263916016,0.783026365907594,13.8900277302119,0.783026365907594
"36","106042",618.833312988281,77.8181838989258,71.2500839233398,0.625,332.894439697266,0.922222197055817,180,4,66,338,260,95.6521759033203,0.82224930315856,13.6089328204036,0.82224930315856
"37","106132",0,0,0,0,0,0,0,0,0,973,108,13.3333330154419,0.541197658712292,74,561
"38","106735",389.78125,89.25,10.4473657608032,0.403846144676208,0,0,21,48,69,1808,101,5.88235282897949,0.628571428571429,1,5
"39","108139",368.024383544922,75.3170700073242,15.1166973114014,0.662790715694427,0,0,30,79,116,1808,211,82.3529434204102,0.605333333333333,25,125
"40","108343",232.615386962891,86.461540222168,27.703498840332,0.5,216.5625,0.90625,32,2,13,2486,254,92.8571395874023,0.815830993823937,13.6549302446147,0.815830993823937
"41","108886",0,0,12.9575614929199,0.736842095851898,0,0,0,19,0,3740,175,30.769229888916,0.692857142857143,52,260
"42","112627",441.321105957031,78.9174346923828,20.5881671905518,0.777777791023254,409.96044921875,0.847457647323608,177,26,109,338,207,39.1304359436035,0.692457067856801,14.5391012175973,0.692457067856801
"43","122299",254.588241577148,62.8823547363281,15.6009836196899,0.349999994039536,0,0,24,61,99,1808,104,11.764705657959,0.36043956043956,16,80
"44","122416",559.892456054688,67.7204284667969,5.37139987945557,0.5,327.872924804688,0.679558038711548,181,5,93,338,109,8.69565200805664,0.622568939134366,15.0399611382656,0.622568939134366
"45","128878",226.16667175293,66.1111145019531,15.31605052948,0.797101438045502,292.933319091797,0.933333337306976,15,23,18,2486,215,57.1428565979004,0.733819424033079,14.2426739586076,0.733819424033079
"46","128932",372.631591796875,75.4736862182617,10.7710447311401,0.65315318107605,258.083343505859,0.666666686534882,24,37,19,2486,130,21.4285717010498,0.651807849862331,14.8304177039894,0.651807849862331
"47","143197",143.75,58.9583320617676,40.0550804138184,0.671428561210632,299.25,0.875,16,35,24,2486,219,64.2857131958008,0.750221737991251,14.125125215809,0.750221737991251
"48","143323",0,0,21.0190200805664,0.913333356380463,0,0,0,25,0,3740,207,65.3846130371094,0.919047619047619,36,180
"49","149800",0,0,9.53703308105469,0.975000023841858,0,0,0,20,0,3740,228,88.461540222168,0.914285714285714,36,180
"50","162052",830.671630859375,79.0298538208008,33.592643737793,0.571428596973419,323.424743652344,0.801075279712677,186,7,67,338,237,82.6086959838867,0.792297245489008,13.8235870900552,0.792297245489008
"51","163096",0,0,24.7785453796387,0.69696968793869,0,0,0,11,0,3740,227,80.7692337036133,0.930232558139535,36,180
"52","169813",0,0,7.52011346817017,0.926666676998138,0,0,0,25,0,3740,204,61.538459777832,0.936363636363636,36,180
"53","174793",0,0,9.77942848205566,0.771929800510406,0,0,0,19,0,3740,199,50,0.8,46,230
"54","175582",0,0,0,0,0,0,0,0,0,973,117,20,0.637694851204535,96,802
"55","183190",0,0,0,0,0,0,0,0,0,973,177,53.3333320617676,0.639769452449568,81,620
"56","189454",0,0,0,0,0,0,0,0,0,973,172,46.6666679382324,0.787878787878788,73,598
"57","195388",0,0,10.5065879821777,0.7156862616539,0,0,0,17,0,3740,213,69.2307662963867,0.880851063829787,36,180
"58","200920",536.1875,75.2624969482422,15.3415403366089,0.623333334922791,351.591552734375,0.732394337654114,213,25,80,338,98,4.34782600402832,0.612584921371146,15.1115125510198,0.612584921371146
"59","201286",355.125793457031,53.9559745788574,90.8232650756836,0.416666656732559,263.554962158203,0.638743460178375,191,50,159,338,222,52.1739120483398,0.722409116766572,14.3244470107235,0.722409116766572
"60","203770",506.606048583984,85.5606079101562,38.3218994140625,0.699999988079071,363.614959716797,0.850267350673676,187,5,66,338,232,65.2173919677734,0.752361174436125,14.109792741072,0.752361174436125
"61","209884",0,0,0,0,0,0,0,0,0,973,184,60,0.659556313993174,59,398
"62","212767",455.28125,85.1875,5.67742109298706,0.539473712444305,0,0,16,53,61,1808,142,29.4117641448975,0.468292682926829,17,85
"63","216079",0,0,12.8659210205078,0.754385948181152,0,0,0,19,0,3740,182,38.461540222168,0.923076923076923,34,170
"64","216784",0,0,5.52588605880737,0.675438582897186,0,0,0,19,0,3740,87,7.692307472229,0.592125984251968,39,195
"65","221236",380.025634765625,86.0512847900391,8.87472820281982,0.824561417102814,0,0,27,112,81,1808,209,76.470588684082,0.674418604651163,9,45
"66","223594",532.184631347656,81.6153869628906,14.3983573913574,0.821428596973419,334.817718505859,0.744791686534882,192,14,65,338,175,17.3913040161133,0.642536974660808,14.8968583127572,0.642536974660808
"67","224032",0,0,12.2340316772461,0.753968238830566,0,0,0,21,0,3740,189,46.1538467407227,0.854901960784314,36,180
"68","225274",0,0,23.358097076416,0.833333313465118,0,0,0,12,0,3740,108,11.5384616851807,0.862962962962963,36,180
"69","232372",941.521728515625,76.4782638549805,58.3503646850586,0.590909063816071,418.514282226562,0.800000011920929,35,11,23,2486,135,35.7142868041992,0.684612482158564,14.5953201870033,0.684612482158564
"70","243283",386.417907714844,82.6865692138672,82.1764984130859,0.875,314.416198730469,0.843930661678314,173,4,67,338,254,91.3043441772461,0.812265272255667,13.6804843273245,0.812265272255667
"71","246112",276.675445556641,69.942985534668,23.5994453430176,0.800000011920929,326.204650878906,0.893023252487183,215,30,228,338,201,26.0869560241699,0.662505010187249,14.7537554872488,0.662505010187249
"72","247933",0,0,8.66285514831543,0.5,0,0,0,17,0,3740,188,42.3076934814453,0.819607843137255,36,180
"73","250399",345.5,81.636360168457,22.5687656402588,0.571428596973419,0,0,25,71,89,1808,176,41.1764717102051,0.573913043478261,35,175
"74","255091",200.141510009766,76.2264175415039,17.505054473877,0.722222208976746,332.103271484375,0.83695650100708,184,9,212,338,213,47.8260879516602,0.712425103383243,14.3959983920888,0.712425103383243
"75","260608",0,0,14.0929164886475,0.680555582046509,0,0,0,12,0,3740,204,61.538459777832,0.819672131147541,36,180
"76","260818",408.279998779297,79.1733322143555,36.4710006713867,0.5,325.569061279297,0.801104962825775,181,3,75,338,206,34.7826080322266,0.68247304571369,14.6106526617404,0.68247304571369
"77","269746",474.794860839844,82.5641021728516,35.9012680053711,0.807692289352417,416.160186767578,0.839805841445923,206,13,78,338,233,69.5652160644531,0.762345187819455,14.0382413597067,0.762345187819455
"78","270670",0,0,0,0,0,0,0,0,0,973,161,40,0.685617103984451,96,786
"79","272512",0,0,12.258204460144,0.651515126228333,0,0,0,22,0,3740,173,23.0769233703613,0.839285714285714,36,180
"80","272527",281.605255126953,75.7105255126953,10.177547454834,0.904761910438538,0,0,15,29,63,1808,204,64.7058792114258,0.492857142857143,20,100
"81","278962",228.399993896484,73.6399993896484,10.5428371429443,0.631578922271729,284.973693847656,0.842105269432068,38,19,25,2486,226,71.4285736083984,0.766624060709204,14.0075764102326,0.766624060709204
"82","283450",0,0,11.7735614776611,0.864197552204132,0,0,0,27,0,3740,216,73.0769195556641,0.778787878787879,38,190
"83","286321",368.5,88.7142868041992,6.51388883590698,0.523809552192688,0,0,19,48,56,1808,171,35.294116973877,0.45521472392638,28,140
"84","286903",377.519989013672,48.7799987792969,20.8359317779541,0.590909063816071,310.760864257812,0.847826063632965,46,22,50,2486,199,50,0.717417110074908,14.3602227014062,0.717417110074908
"85","288079",541.333312988281,84.2753601074219,59.2006645202637,0.833333313465118,336.013336181641,0.875555574893951,225,3,69,338,231,60.8695640563965,0.742377152293014,14.1813441852151,0.742377152293014
"86","296062",0,0,22.5055694580078,0.888888895511627,0,0,0,12,0,3740,174,26.9230766296387,0.875757575757576,36,180
"87","304753",0,0,14.2742776870728,0.777777791023254,0,0,0,21,0,3740,201,53.8461532592773,0.826666666666667,40,200
"88","307570",323.816314697266,79.5510177612305,8.08608150482178,0.744897961616516,0,0,23,91,92,1808,186,52.9411773681641,0.590196078431373,26,130
"89","311086",273.93505859375,81.467529296875,14.9422168731689,0.636363625526428,297.55224609375,0.731343269348145,67,66,77,2486,148,42.8571434020996,0.701014796116736,14.4777714442048,0.701014796116736
"90","311152",205.873779296875,69.6310653686523,15.7817583084106,0.774999976158142,186.076919555664,0.884615361690521,52,80,106,2486,133,28.5714282989502,0.668210163820502,14.7128689611908,0.668210163820502
"91","312031",64,14,8.38749980926514,0.75,0,0,0,6,1,973,245,100,0.794612794612795,101,850
"92","313378",367.318176269531,59.1590919494629,26.8258686065674,0.553571403026581,323.266662597656,0.75555557012558,45,28,44,2486,107,14.2857141494751,0.635405533714214,14.9479664624824,0.635405533714214
"93","313897",210.553192138672,82.6028366088867,7.48781251907349,0.71875,296.171417236328,0.809523820877075,215,99,145,338,226,56.5217399597168,0.732393138909684,14.2528955665804,0.732393138909684
"94","314389",444.452819824219,90.6037750244141,49.9343948364258,0.5,306.420104980469,0.86982250213623,169,8,53,338,252,86.9565200805664,0.802281258872338,13.7520357086899,0.802281258872338
"95","316786",194.625,74.625,16.6433010101318,0.954954981803894,264.799987792969,0.800000011920929,26,54,36,3740,228,88.461540222168,0.983783783783784,34,170
